"Certainty.to.vote.in.general.election.10.is.certain","GEVote","DidyouvoteGE2015","Past.vote","Eurefvote","Certainty.to.vote.in.EU.referendum.10.is.certain","Gender","Age","Region","Ethnicity","Education","Housing","mosaic_2014_groups","postcode","parliamentary_constituency","local_authority"
"10","Dont.know","Yes.I.voted","0","Remain","10","Male","66","East.of.England","White","Level.1.or.2","Owned.outright.by.household","N","CO9 ","E14000590","E07000067"
NA,"Conservative","Yes.I.voted","Liberal.Democrat","Leave","10","Male","72","Wales","Black/Black.British","Level.4","Owned.outright.by.household","E","NP44 ","W07000053","W06000020"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","41","East.Midlands","White","Level.1","Owned.outright.by.household","F","W3 ","E14000674","E09000009"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","30","London","White","Level.2","Owned.with.a.mortgage.or.loan","A","SW4 ","E14000978","E09000022"
"7","Conservative","Yes.I.voted","Conservative","Leave","8","Female","24","East.Midlands","White","Level.4","Being.bought.on.a.mortgage","J","DE11 ","E14000935","E07000039"
NA,"Conservative","Yes.I.voted","Conservative","Dont.know","10","Male","53","London","White","Level.2","Owned.with.a.mortgage.or.loan","O","KT1 ","E14000770","E09000021"
"4","Liberal.Democrat","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Leave","7","Male","32","South.East","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","O","SS4 ","E14000888","E07000075"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","54","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","G","G78 ","S14000021","S12000011"
"10","UKIP","Yes.I.voted","UKIP","Leave",NA,"Male","52","South.East","White","Dont.know","Rented.from.Housing.Association","K","MK43 ","E14000813","E06000056"
NA,"Conservative","Yes.I.voted","UKIP","Leave","10","Male","66","Scotland","White","Apprenticeship","Owned.outright.by.household","C","G78 ","S14000021","S12000011"
NA,"Labour","Yes.I.voted","Labour","Remain","5","Prefer.not.to.say","70","Wales","Prefer.not.to.say","0","Social.housing.rented.other.than.from.council/local.authority","J","SA6 ","W07000046","W06000011"
"0","None.-.wont.vote","No.I.chose.not.to.vote","0","Remain",NA,"Female","24","West.Midlands","White","Level.4","Rented.from.private.landlord","J","ST6 ","E14000973","E06000021"
"10","UKIP","Yes.I.voted","UKIP","Leave",NA,"Female","27","London","Prefer.not.to.say","Other","Prefer.not.to.say","E","CO9 ","E14000590","E07000067"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","56","South.East","White","Level.4","Owned.with.a.mortgage.or.loan","M","BN14 ","E14000682","E07000229"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Dont.know","4","Male","49","Scotland","White","No.qualifications","Rented.from.council/local.authority","D","KA19 ","S14000006","S12000028"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","54","West.Midlands","White","Other","Owned.outright.by.household","M","WV8 ","E14000945","E07000196"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","32","Yorkshire.and.The.Humber","White","Level.4","Rented.from.private.landlord","B","BD17 ","E14000925","E08000032"
"4","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Dont.know","3","Female","34","Scotland","White","Level.2","Rented.from.council/local.authority","K","ML6 ","S14000003","S12000044"
NA,"Dont.know","Cant.remember",NA,"Dont.know","Dont.know","Prefer.not.to.say","70","London","Prefer.not.to.say","0","Prefer.not.to.say","E","KT4 ","E14000984","E09000029"
NA,"UKIP","Yes.I.voted","UKIP","Dont.know","5","Male","59","London","White","No.qualifications","Owned.outright.by.household","N","SE9 ","E14000690","E09000011"
"7","UKIP","Yes.I.voted","UKIP","Dont.know","1","Male","34","East.Midlands","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","J","ST3 ","E14000974","E06000021"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","52","London","White","Level.2","Owned.with.a.mortgage.or.loan","N","EN4 ","E14000636","E09000003"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","60","Scotland","White","Level.4","Owned.outright.by.household","C","KY2 ","S14000036","S12000015"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","61","Wales","White","Level.1","Owned.outright.by.household","B","CF14 ","W07000051","W06000015"
"10","Labour","Yes.I.voted","Labour","Dont.know","7","Female","62","North.West","White","Level.3","Owned.outright.by.household","F","M24 ","E14000747","E08000005"
"Dont.know","Dont.know","No.I.chose.not.to.vote","blank","Leave","Dont.know","Female","44","East.of.England","White","Level.1.or.2","Being.bought.on.a.mortgage","M","PL18 ","E14000938","E06000052"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","33","Scotland","White","Level.4","Rented.from.a.private.landlord.or.letting.agency","D","PH2 ","S14000054","S12000024"
"10","Labour","Yes.I.voted","Labour","Leave","10","Female","34","East.Midlands","White","Level.3","Rented.from.private.landlord","J","LN1 ","E14000707","E07000142"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Conservative","Leave","10","Male","58","Wales","White","Level.3","Owned.outright.by.household","G","NP10 ","W07000056","W06000022"
"10","Dont.know","Yes.I.voted","Conservative","Leave","10","Female","Prefer.not.to.say","London","White","Level.4","Owned.outright.by.household","N","WF1 ","E14000826","E08000036"
NA,"Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Leave","10","Female","61","Wales","White","Level.4","Owned.outright.by.household","C","CH8 ","W07000042","W06000005"
"10","Green.Party","Yes.I.voted","Green.Party","Remain","10","Male","56","West.Midlands","White","Level.4","Owned.with.a.mortgage.or.loan","M","ST7 ","E14000834","E07000195"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","25","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","O","EH11 ","S14000025","S12000036"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Remain","10","Male","60","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","D","SA15 ","W07000045","W06000010"
"Dont.know","Dont.know","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Male","70","London","White","0","Owned.outright.by.household","A","AB42 ","S14000007","S12000034"
"10","Conservative","Yes.I.voted","Conservative","Remain",NA,"Male","40","East.of.England","White","Level.4","Being.bought.on.a.mortgage","G","CB6 ","E14000937","E07000009"
"10","Dont.know","Yes.I.voted","Conservative","Remain","10","Female","57","Yorkshire.and.The.Humber","White","Level.3","Rented.from.Local.Authority","K","WF12 ","E14000666","E08000034"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Leave","10","Female","67","Wales","White","Level.2","Owned.outright.by.household","C","SA61 ","W07000065","W06000009"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","68","Scotland","White","Level.2","Owned.outright.by.household","B","G72 ","S14000056","S12000029"
NA,"UKIP","Yes.I.voted","UKIP","Leave","9","Male","75","Wales","White","Apprenticeship","Owned.outright.by.household","L","NP11 ","W07000077","W06000018"
"10","Labour","Yes.I.voted","Conservative","Would.not.vote","3","Male","Prefer.not.to.say","Wales","White","Level.1","Shared.ownership.part.owned.and.part.rented","H","PE14 ","E14000952","E07000146"
"10","Dont.know","Yes.I.voted","Conservative","Leave","10","Male","70","South.West","White","Other","Owned.outright.by.household","F","BS37 ","E14000994","E06000025"
"7","Labour","No.I.was.ineligible.to.vote.in.that.General.Election",NA,"Remain","10","Male","29","London","White","Level.4","Owned.with.a.mortgage.or.loan","K","E3 ","E14000555","E09000030"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Male","34","Scotland","Black/Black.British","Level.3","Owned.with.a.mortgage.or.loan","K","G33 ","S14000032","S12000046"
"1","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Leave","5","Male","68","Scotland","White","No.qualifications","Social.housing.rented.other.than.from.council/local.authority","M","HU6 ","E14000772","E06000010"
"0","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","1","Male","49","East.Midlands","White","Level.4","Owned.with.a.mortgage.or.loan","I","KY12 ","S14000017","S12000015"
"1","Dont.know","No.I.chose.not.to.vote",NA,"Remain","1","Female","32","Yorkshire.and.The.Humber","White","No.qualifications","Social.housing.rented.other.than.from.council/local.authority","I","HU7 ","E14000772","E06000010"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Labour","Leave","Dont.know","Female","65","Wales","White","Level.2","Owned.outright.by.household","F","CH5 ","W07000043","W06000005"
"10","Labour","Yes.I.voted","UKIP","Leave","10","Female","65","North.West","White","No.qualifications","Rented.from.council/local.authority","K","CA1 ","E14000620","E07000028"
"9","Labour","No.I.chose.not.to.vote",NA,"Dont.know","5","Male","53","East.Midlands","White","Level.2","Rented.from.council/local.authority","F","NE6 ","E14000832","E08000021"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","62","South.West","White","Level.4","Owned.outright.by.household","B","PL12 ","E14000938","E06000052"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Male","29","South.West","White","Level.1.or.2","Rented.from.private.landlord","O","DT1 ","E14001031","E07000052"
NA,"Dont.know","Yes.I.voted","Conservative","Dont.know","10","Female","34","London","White","Level.1","Owned.outright.by.household","I","RM13 ","E14000657","E09000016"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Remain","10","Male","67","Wales","White","Level.2","Owned.with.a.mortgage.or.loan","B","CF72 ","W07000075","W06000016"
"8","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave",NA,"Male","30","Scotland","White","Dont.know","Being.bought.on.a.mortgage","K","ML7 ","S14000003","S12000044"
NA,"Labour","Yes.I.voted","Labour","Dont.know","10","Female","40","Scotland","White","Level.1","Social.housing.rented.other.than.from.council/local.authority","K","KY1 ","S14000041","S12000015"
NA,"UKIP","No.I.chose.not.to.vote",NA,"Leave","3","Male","55","Wales","White","Level.1","Owned.outright.by.household","M","NP4 ","W07000053","W06000020"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","68","Yorkshire.and.The.Humber","White","No.formal.qualifications","Rented.from.Housing.Association","L","DN9 ","E14000596","E06000013"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Female","69","Scotland","White","Other","Rented.from.private.landlord","D","AB54 ","S14000037","S12000034"
NA,"Dont.know","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Leave","10","Female","69","Wales","White","No.qualifications","Prefer.not.to.say","E","SA32 ","W07000067","W06000010"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","55","East.Midlands","White","Level.4","Owned.outright.by.household","D","PE12 ","E14000939","E07000140"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","35","South.East","White","Level.3","Owned.outright.by.household","J","ME4 ","E14000626","E06000035"
"7","Green.Party","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Remain","5","Female","20","Yorkshire.and.The.Humber","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","J","DN8 ","E14000667","E08000017"
NA,"Dont.know","Yes.I.voted","UKIP","Leave","10","Female","43","London","White","Level.4","Rented.from.a.private.landlord.or.letting.agency","O","BR1 ","E14000604","E09000006"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Female","37","London","White","Level.3","Shared.ownership.part.owned.and.part.rented","O","E17 ","E14001013","E09000031"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","51","Yorkshire.and.The.Humber","White","Level.1.or.2","Being.bought.on.a.mortgage","H","S26 ","E14000903","E08000018"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Remain","10","Female","75","Wales","White","Level.1","Owned.outright.by.household","G","LL31 ","W07000058","W06000003"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","44","North.East","White","Level.1","Prefer.not.to.say","D","NE66 ","E14000554","E06000057"
"10","Dont.know","Yes.I.voted","Dont.remember","Remain","9","Prefer.not.to.say","63","East.of.England","White","0","Prefer.not.to.say","B","MK17 ","E14000822","E06000042"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Conservative","Leave","10","Male","66","Wales","White","Level.1","Owned.outright.by.household","F","CH8 ","W07000042","W06000005"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","60","North.West","White","Level.4","Owned.outright.by.household","L","CH47 ","E14001044","E08000015"
NA,"UKIP","Yes.I.voted","Conservative","Leave","10","Male","67","Wales","White","Level.1","Owned.outright.by.household","D","SA9 ","W07000068","W06000023"
NA,"Green.Party","Yes.I.voted","Labour","Dont.know","1","Male","19","London","White","0","Social.housing.rented.other.than.from.council/local.authority","I","IG11 ","E14000540","E09000002"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","65","South.East","White","Level.1.or.2","Owned.outright.by.household","M","CT16 ","E14000670","E07000108"
"9","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","Prefer.not.to.say","West.Midlands","White","Level.4","Owned.outright.by.household","B","CV3 ","E14000651","E08000026"
"10","Labour","Yes.I.voted","Labour","Leave",NA,"Female","39","South.East","Mixed","Level.3","Rented.from.private.landlord","O","TN38 ","E14000735","E07000062"
NA,"Conservative","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","51","Scotland","White","Level.2","Owned.outright.by.household","E","G74 ","S14000019","S12000029"
"7","Dont.know","Yes.I.voted","Dont.remember","Dont.know","7","Prefer.not.to.say","70","North.West","Prefer.not.to.say","Level.4","Prefer.not.to.say","E","GL1 ","E14000712","E07000081"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Female","51","London","White","Level.2","Social.housing.rented.other.than.from.council/local.authority","K","SE7 ","E14000690","E09000011"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","56","South.East","White","Level.4","Being.bought.on.a.mortgage","B","KT23 ","E14000824","E07000210"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","8","Male","38","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","O","KY4 ","S14000017","S12000015"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","75","Wales","White","Level.3","Owned.outright.by.household","C","NP25 ","W07000054","W06000021"
"10","UKIP","Yes.I.voted","UKIP","Leave","4","Female","37","London","White","Level.4","Owned.outright.by.household","A","W13 ","E14000675","E09000009"
"10","Dont.know","Yes.I.voted","0","Leave","10","Female","Prefer.not.to.say","London","White","Dont.know","Prefer.not.to.say","E","HA3 ","E14000731","E09000015"
NA,"UKIP","Yes.I.voted","UKIP","Leave","10","Female","67","Wales","White","Other","Owned.outright.by.household","B","CF61 ","W07000078","W06000014"
"8","Labour","No.I.wanted.to.vote.but.was.unable.to.do.so","0",NA,NA,"Male","58","Yorkshire.and.The.Humber","White","Level.1.or.2","Owned.outright.by.household","F","LS25 ","E14000689","E08000035"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Male","78","London","Asian./.Asian.British:.Indian","0","Owned.with.a.mortgage.or.loan","N","N11 ","E14000636","E09000003"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","47","North.West","White","Level.1","Owned.with.a.mortgage.or.loan","F","SK2 ","E14000627","E08000007"
"10","Conservative","Yes.I.voted","Conservative","Remain",NA,"Male","39","London","Asian/Asian.British","Level.4","Being.bought.on.a.mortgage","N","W5 ","E14000674","E09000009"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Leave","9","Female","76","South.East","White","0","Owned.outright.by.household","D","TN12 ","E14000804","E07000110"
"8","Labour","Yes.I.voted","Labour","Remain","8","Female","56","North.West","White","Level.1","Owned.outright.by.household","K","WA9 ","E14000962","E08000013"
